"DATA","Portata fiume (m³/s)"
"2018-02-26","0.68"
"2018-02-27","0.69"
"2018-02-28","0.80"
"2018-03-01","0.68"
"2018-03-02","0.71"
"2018-03-03","0.70"
"2018-03-04","0.68"
"2018-03-05","0.69"
"2018-03-06","0.79"
"2018-03-07","0.95"
"2018-03-08","1.04"
"2018-03-09","1.24"
"2018-03-10","1.71"
"2018-03-11","3.53"
"2018-03-12","4.87"
"2018-03-13","4.82"
"2018-03-14","4.84"
"2018-03-15","5.19"
"2018-03-16","4.42"
"2018-03-17","4.84"
"2018-03-18","4.55"
"2018-03-19","3.65"
"2018-03-20","3.29"
"2018-03-21","2.59"
"2018-03-22","2.22"
"2018-03-23","2.27"
"2018-03-24","2.31"
"2018-03-25","2.07"
"2018-03-26","1.96"
"2018-03-27","2.40"
"2018-03-28","3.52"
"2018-03-29","5.25"
"2018-03-30","7.02"
"2018-03-31","7.71"
"2018-04-01","6.16"
"2018-04-02","5.73"
"2018-04-03","5.65"
"2018-04-04","7.21"
"2018-04-05","8.36"
"2018-04-06","8.99"
"2018-04-07","10.39"
"2018-04-08","10.05"
"2018-04-09","13.89"
"2018-04-10","11.35"
"2018-04-11","10.60"
"2018-04-12","11.52"
"2018-04-13","9.68"
"2018-04-14","7.90"
"2018-04-15","7.57"
"2018-04-16","9.40"
"2018-04-17","12.99"
"2018-04-18","15.97"
"2018-04-19","18.11"
"2018-04-20","18.61"
"2018-04-21","19.31"
"2018-04-22","19.99"
"2018-04-23","21.84"
"2018-04-24","21.98"
"2018-04-25","21.68"
"2018-04-26","21.93"
"2018-04-27","20.78"
"2018-04-28","16.74"
"2018-04-29","17.14"
"2018-04-30","19.21"
"2018-05-01","12.33"
"2018-05-02","10.25"
"2018-05-03","32.17"
"2018-05-04","100.10"
"2018-05-05","78.84"
"2018-05-06","22.60"
"2018-05-07","18.40"
"2018-05-08","16.62"
"2018-05-09","15.22"
"2018-05-10","16.39"
"2018-05-11","11.54"
"2018-05-12","10.30"
"2018-05-13","9.33"
"2018-05-14","8.07"
"2018-05-15","6.73"
"2018-05-16","6.18"
"2018-05-17","6.38"
"2018-05-18","6.80"
"2018-05-19","7.22"
"2018-05-20","7.04"
"2018-05-21","6.74"
"2018-05-22","23.00"
"2018-05-23","15.63"
"2018-05-24","10.92"
"2018-05-25","9.36"
"2018-05-26","9.31"
"2018-05-27","9.05"
"2018-05-28","8.96"
"2018-05-29","9.66"
"2018-05-30","8.26"
"2018-05-31","7.90"
"2018-06-01","6.80"
"2018-06-02","6.34"
"2018-06-03","6.08"
"2018-06-04","11.85"
"2018-06-05","10.69"
"2018-06-06","7.96"
"2018-06-07","6.70"
"2018-06-08","13.11"
"2018-06-09","10.40"
"2018-06-10","7.79"
"2018-06-11","6.85"
"2018-06-12","6.33"
"2018-06-13","5.73"
"2018-06-14","5.37"
"2018-06-15","4.67"
"2018-06-16","4.05"
"2018-06-17","3.92"
"2018-06-18","7.04"
"2018-06-19","5.40"
"2018-06-20","4.50"
"2018-06-21","3.91"
"2018-06-22","3.69"
"2018-06-23","6.86"
"2018-06-24","7.03"
"2018-06-25","7.13"
"2018-06-26","5.13"
"2018-06-27","4.29"
"2018-06-28","3.78"
"2018-06-29","3.22"
"2018-06-30","2.87"
"2018-07-01","2.79"
"2018-07-02","2.55"
"2018-07-03","2.43"
"2018-07-04","2.17"
"2018-07-05","2.07"
"2018-07-06","1.80"
"2018-07-07","1.67"
"2018-07-08","1.50"
"2018-07-09","1.56"
"2018-07-10","1.51"
"2018-07-11","1.48"
"2018-07-12","1.36"
"2018-07-13","1.28"
"2018-07-14","1.13"
"2018-07-15","1.08"
"2018-07-16","1.14"
"2018-07-17","0.97"
"2018-07-18","0.86"
"2018-07-19","0.92"
"2018-07-20","0.89"
"2018-07-21","1.27"
"2018-07-22","1.32"
"2018-07-23","0.95"
"2018-07-24","0.83"
"2018-07-25","0.78"
"2018-07-26","0.71"
"2018-07-27","0.77"
"2018-07-28","0.73"
"2018-07-29","0.68"
"2018-07-30","0.63"
"2018-07-31","0.54"
"2018-08-01","0.50"
"2018-08-02","0.47"
"2018-08-03","0.44"
"2018-08-04","0.44"
"2018-08-05","0.43"
"2018-08-06","0.39"
"2018-08-07","0.52"
"2018-08-08","0.44"
"2018-08-09","0.40"
"2018-08-10","0.36"
"2018-08-11","0.32"
"2018-08-12","0.33"
"2018-08-13","0.33"
"2018-08-14","0.29"
"2018-08-15","0.29"
"2018-08-16","0.25"
"2018-08-17","0.48"
"2018-08-18","0.63"
"2018-08-19","0.32"
"2018-08-20","0.27"
"2018-08-21","0.25"
"2018-08-22","0.22"
"2018-08-23","0.21"
"2018-08-24","0.25"
"2018-08-25","0.29"
"2018-08-26","0.19"
"2018-08-27","0.17"
"2018-08-28","0.17"
"2018-08-29","0.17"
"2018-08-30","0.16"
"2018-08-31","0.18"
"2018-09-01","0.25"
"2018-09-02","0.19"
"2018-09-03","0.31"
"2018-09-04","0.22"
"2018-09-05","0.19"
"2018-09-06","0.34"
"2018-09-07","0.32"
"2018-09-08","0.23"
"2018-09-09","0.20"
"2018-09-10","0.19"
"2018-09-11","0.17"
"2018-09-12","0.17"
"2018-09-13","0.51"
"2018-09-14","0.52"
"2018-09-15","0.43"
"2018-09-16","0.56"
"2018-09-17","0.49"
"2018-09-18","0.29"
"2018-09-19","0.24"
"2018-09-20","0.20"
"2018-09-21","0.19"
"2018-09-22","0.18"
"2018-09-23","0.17"
"2018-09-24","0.13"
"2018-09-25","0.10"
"2018-09-26","0.10"
"2018-09-27","0.09"
"2018-09-28","0.08"
"2018-09-29","0.08"
"2018-09-30","0.08"
"2018-10-01","0.27"
"2018-10-02","0.17"
"2018-10-03","0.11"
"2018-10-04","0.10"
"2018-10-05","0.10"
"2018-10-06","0.19"
"2018-10-07","0.18"
"2018-10-08","0.16"
"2018-10-09","0.14"
"2018-10-10","0.16"
"2018-10-11","6.00"
"2018-10-12","3.22"
"2018-10-13","1.81"
"2018-10-14","1.27"
"2018-10-15","0.95"
"2018-10-16","0.81"
"2018-10-17","1.53"
"2018-10-18","3.79"
"2018-10-19","2.88"
"2018-10-20","1.96"
"2018-10-21","1.48"
"2018-10-22","1.25"
"2018-10-23","0.98"
"2018-10-24","0.79"
"2018-10-25","0.74"
"2018-10-26","0.69"
"2018-10-27","1.22"
"2018-10-28","7.53"
"2018-10-29","15.30"
"2018-10-30","12.47"
"2018-10-31","6.75"
"2018-11-01","10.70"
"2018-11-02","7.25"
"2018-11-03","15.70"
"2018-11-04","20.37"
"2018-11-05","15.54"
"2018-11-06","18.30"
"2018-11-07","10.34"
"2018-11-08","7.32"
"2018-11-09","6.46"
"2018-11-10","5.96"
"2018-11-11","5.98"
"2018-11-12","5.46"
"2018-11-13","4.66"
"2018-11-14","3.85"
"2018-11-15","3.33"
"2018-11-16","2.90"
"2018-11-17","2.71"
"2018-11-18","2.37"
"2018-11-19","2.25"
"2018-11-20","2.04"
"2018-11-21","1.89"
"2018-11-22","1.68"
"2018-11-23","1.86"
"2018-11-24","2.15"
"2018-11-25","2.28"
"2018-11-26","2.48"
"2018-11-27","2.31"
"2018-11-28","1.97"
"2018-11-29","1.79"
"2018-11-30","1.64"
"2018-12-01","1.58"
"2018-12-02","1.49"
"2018-12-03","1.58"
"2018-12-04","1.90"
"2018-12-05","1.76"
"2018-12-06","1.68"
"2018-12-07","1.59"
"2018-12-08","1.49"
"2018-12-09","1.43"
"2018-12-10","1.29"
"2018-12-11","1.17"
"2018-12-12","1.08"
"2018-12-13","1.02"
"2018-12-14","0.95"
"2018-12-15","0.87"
"2018-12-16","0.89"
"2018-12-17","0.83"
"2018-12-18","0.73"
"2018-12-19","0.75"
"2018-12-20","0.72"
"2018-12-21","0.68"
"2018-12-22","0.75"
"2018-12-23","0.74"
"2018-12-24","0.83"
"2018-12-25","0.82"
"2018-12-26","0.73"
"2018-12-27","0.69"
"2018-12-28","0.65"
"2018-12-29","0.63"
"2018-12-30","0.60"
"2018-12-31","0.57"
"2019-01-01","0.74"
"2019-01-02","0.72"
"2019-01-03","0.65"
"2019-01-04","0.63"
"2019-01-05","0.64"
"2019-01-06","0.63"
"2019-01-07","0.60"
"2019-01-08","0.62"
"2019-01-09","0.60"
"2019-01-10","0.54"
"2019-01-11","0.49"
"2019-01-12","0.49"
"2019-01-13","0.52"
"2019-01-14","0.51"
"2019-01-15","0.49"
"2019-01-16","0.47"
"2019-01-17","0.48"
"2019-01-18","0.45"
"2019-01-19","0.43"
"2019-01-20","0.43"
"2019-01-21","0.40"
"2019-01-22","0.37"
"2019-01-23","0.38"
"2019-01-24","0.42"
"2019-01-25","0.41"
"2019-01-26","0.39"
"2019-01-27","0.39"
"2019-01-28","0.38"
"2019-01-29","0.39"
"2019-01-30","0.37"
"2019-01-31","0.36"
"2019-02-01","0.33"
"2019-02-02","0.38"
"2019-02-03","0.35"
"2019-02-04","0.30"
"2019-02-05","0.29"
"2019-02-06","0.31"
"2019-02-07","0.35"
"2019-02-08","0.33"
"2019-02-09","0.36"
"2019-02-10","0.43"
"2019-02-11","0.43"
"2019-02-12","0.39"
"2019-02-13","0.41"
"2019-02-14","0.44"
"2019-02-15","0.55"
"2019-02-16","0.64"
"2019-02-17","0.65"
"2019-02-18","0.67"
"2019-02-19","0.69"
"2019-02-20","0.66"
"2019-02-21","0.62"
"2019-02-22","0.66"
"2019-02-23","0.76"
"2019-02-24","0.69"
"2019-02-25","0.67"
"2019-02-26","0.73"
"2019-02-27","0.83"
"2019-02-28","0.97"
"2019-03-01","1.03"
"2019-03-02","0.92"
"2019-03-03","0.81"
"2019-03-04","0.81"
"2019-03-05","0.77"
"2019-03-06","0.74"
"2019-03-07","0.85"
"2019-03-08","0.81"
"2019-03-09","0.74"
"2019-03-10","0.85"
"2019-03-11","0.91"
"2019-03-12","0.80"
"2019-03-13","0.74"
"2019-03-14","0.67"
"2019-03-15","0.67"
"2019-03-16","0.79"
"2019-03-17","0.95"
"2019-03-18","1.00"
"2019-03-19","0.82"
"2019-03-20","0.66"
"2019-03-21","0.59"
"2019-03-22","0.54"
"2019-03-23","0.57"
"2019-03-24","0.62"
"2019-03-25","0.74"
"2019-03-26","0.80"
"2019-03-27","0.70"
"2019-03-28","0.60"
"2019-03-29","0.56"
"2019-03-30","0.53"
"2019-03-31","0.57"
"2019-04-01","0.64"
"2019-04-02","0.65"
"2019-04-03","0.84"
"2019-04-04","3.56"
"2019-04-05","2.10"
"2019-04-06","1.68"
"2019-04-07","1.63"
"2019-04-08","1.54"
"2019-04-09","1.63"
"2019-04-10","1.72"
"2019-04-11","2.36"
"2019-04-12","5.46"
"2019-04-13","4.51"
"2019-04-14","3.97"
"2019-04-15","3.47"
"2019-04-16","3.12"
"2019-04-17","2.99"
"2019-04-18","3.21"
"2019-04-19","3.37"
"2019-04-20","3.45"
"2019-04-21","3.19"
"2019-04-22","3.07"
"2019-04-23","6.82"
"2019-04-24","15.01"
"2019-04-25","10.97"
"2019-04-26","8.42"
"2019-04-27","6.36"
"2019-04-28","5.34"
"2019-04-29","4.41"
"2019-04-30","3.75"
"2019-05-01","3.78"
"2019-05-02","4.25"
"2019-05-03","4.43"
"2019-05-04","4.05"
"2019-05-05","4.10"
"2019-05-06","3.36"
"2019-05-07","3.18"
"2019-05-08","3.53"
"2019-05-09","4.42"
"2019-05-10","4.92"
"2019-05-11","5.12"
"2019-05-12","4.46"
"2019-05-13","3.58"
"2019-05-14","3.25"
"2019-05-15","3.73"
"2019-05-16","3.00"
"2019-05-17","3.40"
"2019-05-18","4.99"
"2019-05-19","6.38"
"2019-05-20","6.54"
"2019-05-21","5.84"
"2019-05-22","5.31"
"2019-05-23","5.17"
"2019-05-24","5.15"
"2019-05-25","4.97"
"2019-05-26","10.81"
"2019-05-27","16.11"
"2019-05-28","16.84"
"2019-05-29","15.66"
"2019-05-30","9.38"
"2019-05-31","7.54"
"2019-06-01","6.43"
"2019-06-02","6.04"
"2019-06-03","5.92"
"2019-06-04","5.52"
"2019-06-05","5.12"
"2019-06-06","4.71"
"2019-06-07","3.90"
"2019-06-08","3.58"
"2019-06-09","3.37"
"2019-06-10","3.16"
"2019-06-11","3.16"
"2019-06-12","2.79"
"2019-06-13","2.41"
"2019-06-14","2.23"
"2019-06-15","2.21"
"2019-06-16","2.10"
"2019-06-17","1.90"
"2019-06-18","1.89"
"2019-06-19","1.78"
"2019-06-20","1.73"
"2019-06-21","1.67"
"2019-06-22","2.01"
"2019-06-23","1.55"
"2019-06-24","1.42"
"2019-06-25","1.40"
"2019-06-26","1.37"
"2019-06-27","1.14"
"2019-06-28","1.09"
"2019-06-29","1.13"
"2019-06-30","1.11"
"2019-07-01","1.05"
"2019-07-02","1.10"
"2019-07-03","0.92"
"2019-07-04","0.87"
"2019-07-05","0.81"
"2019-07-06","0.79"
"2019-07-07","0.72"
"2019-07-08","0.65"
"2019-07-09","0.67"
"2019-07-10","3.07"
"2019-07-11","1.36"
"2019-07-12","1.04"
"2019-07-13","0.82"
"2019-07-14","0.80"
"2019-07-15","19.74"
"2019-07-16","9.09"
"2019-07-17","4.44"
"2019-07-18","3.17"
"2019-07-19","2.46"
"2019-07-20","2.05"
"2019-07-21","1.79"
"2019-07-22","1.59"
"2019-07-23","1.39"
"2019-07-24","1.31"
"2019-07-25","1.19"
"2019-07-26","1.08"
"2019-07-27","1.37"
"2019-07-28","5.43"
"2019-07-29","3.14"
"2019-07-30","2.31"
"2019-07-31","1.87"
"2019-08-01","1.64"
"2019-08-02","1.50"
"2019-08-03","1.30"
"2019-08-04","1.21"
"2019-08-05","1.13"
"2019-08-06","1.11"
"2019-08-07","1.07"
"2019-08-08","0.99"
"2019-08-09","0.94"
"2019-08-10","0.90"
"2019-08-11","0.84"
"2019-08-12","0.89"
"2019-08-13","0.74"
"2019-08-14","0.65"
"2019-08-15","0.64"
"2019-08-16","0.62"
"2019-08-17","0.61"
"2019-08-18","0.61"
"2019-08-19","0.59"
"2019-08-20","0.60"
"2019-08-21","0.79"
"2019-08-22","0.77"
"2019-08-23","1.15"
"2019-08-24","1.00"
"2019-08-25","0.75"
"2019-08-26","0.67"
"2019-08-27","0.65"
"2019-08-28","0.68"
"2019-08-29","0.61"
"2019-08-30","0.57"
"2019-08-31","0.63"
"2019-09-01","0.63"
"2019-09-02","0.71"
"2019-09-03","0.65"
"2019-09-04","0.57"
"2019-09-05","0.88"
"2019-09-06","1.56"
"2019-09-07","0.97"
"2019-09-08","2.02"
"2019-09-09","2.89"
"2019-09-10","3.04"
"2019-09-11","3.38"
"2019-09-12","2.31"
"2019-09-13","1.71"
"2019-09-14","1.46"
"2019-09-15","1.28"
"2019-09-16","1.14"
"2019-09-17","1.00"
"2019-09-18","0.96"
"2019-09-19","3.08"
"2019-09-20","2.71"
"2019-09-21","2.34"
"2019-09-22","2.27"
"2019-09-23","2.52"
"2019-09-24","2.15"
"2019-09-25","1.80"
"2019-09-26","1.54"
"2019-09-27","1.40"
"2019-09-28","1.23"
"2019-09-29","1.12"
"2019-09-30","0.99"
"2019-10-01","0.94"
"2019-10-02","0.93"
"2019-10-03","0.76"
"2019-10-04","0.71"
"2019-10-05","0.70"
"2019-10-06","0.67"
"2019-10-07","1.06"
"2019-10-08","0.79"
"2019-10-09","0.74"
"2019-10-10","0.69"
"2019-10-11","0.62"
"2019-10-12","0.60"
"2019-10-13","0.58"
"2019-10-14","0.57"
"2019-10-15","7.67"
"2019-10-16","5.05"
"2019-10-17","3.21"
"2019-10-18","2.45"
"2019-10-19","2.80"
"2019-10-20","3.95"
"2019-10-21","10.05"
"2019-10-22","6.28"
"2019-10-23","4.80"
"2019-10-24","18.93"
"2019-10-25","15.79"
"2019-10-26","8.18"
"2019-10-27","5.61"
"2019-10-28","4.46"
"2019-10-29","3.82"
"2019-10-30","3.19"
"2019-10-31","2.79"
"2019-11-01","2.48"
"2019-11-02","2.28"
"2019-11-03","8.35"
"2019-11-04","6.04"
"2019-11-05","4.54"
"2019-11-06","3.84"
"2019-11-07","3.24"
"2019-11-08","3.06"
"2019-11-09","2.67"
"2019-11-10","2.50"
"2019-11-11","2.39"
"2019-11-12","2.30"
"2019-11-13","2.15"
"2019-11-14","2.06"
"2019-11-15","2.22"
"2019-11-16","2.01"
"2019-11-17","1.96"
"2019-11-18","2.14"
"2019-11-19","2.26"
"2019-11-20","2.49"
"2019-11-21","2.86"
"2019-11-22","3.54"
"2019-11-23","8.89"
"2019-11-24","20.02"
"2019-11-25","22.64"
"2019-11-26","11.66"
"2019-11-27","11.23"
"2019-11-28","9.20"
"2019-11-29","6.69"
"2019-11-30","5.26"
"2019-12-01","4.70"
"2019-12-02","4.75"
"2019-12-03","4.47"
"2019-12-04","4.18"
"2019-12-05","3.80"
"2019-12-06","3.39"
"2019-12-07","3.24"
"2019-12-08","3.07"
"2019-12-09","2.91"
"2019-12-10","2.66"
"2019-12-11","2.47"
"2019-12-12","2.38"
"2019-12-13","2.27"
"2019-12-14","2.15"
"2019-12-15","2.07"
"2019-12-16","2.07"
"2019-12-17","2.07"
"2019-12-18","2.25"
"2019-12-19","3.66"
"2019-12-20","15.99"
"2019-12-21","15.74"
"2019-12-22","9.44"
"2019-12-23","6.44"
"2019-12-24","5.01"
"2019-12-25","4.35"
"2019-12-26","3.85"
"2019-12-27","3.41"
"2019-12-28","3.02"
"2019-12-29","2.71"
"2019-12-30","2.50"
"2019-12-31","2.37"
"2020-01-01","2.09"
"2020-01-02","2.01"
"2020-01-03","1.91"
"2020-01-04","1.78"
"2020-01-05","1.72"
"2020-01-06","1.66"
"2020-01-07","1.59"
"2020-01-08","1.49"
"2020-01-09","1.43"
"2020-01-10","1.43"
"2020-01-11","1.35"
"2020-01-12","1.29"
"2020-01-13","1.24"
"2020-01-14","1.21"
"2020-01-15","1.14"
"2020-01-16","1.11"
"2020-01-17","1.09"
"2020-01-18","1.15"
"2020-01-19","1.02"
"2020-01-20","0.97"
"2020-01-21","0.90"
"2020-01-22","0.90"
"2020-01-23","0.89"
"2020-01-24","0.90"
"2020-01-25","0.93"
"2020-01-26","0.90"
"2020-01-27","0.88"
"2020-01-28","0.85"
"2020-01-29","0.84"
"2020-01-30","0.84"
"2020-01-31","0.86"
"2020-02-01","0.96"
"2020-02-02","1.06"
"2020-02-03","1.75"
"2020-02-04","2.17"
"2020-02-05","1.74"
"2020-02-06","1.41"
"2020-02-07","1.28"
"2020-02-08","1.20"
"2020-02-09","1.13"
"2020-02-10","1.13"
"2020-02-11","1.37"
"2020-02-12","1.46"
"2020-02-13","1.37"
"2020-02-14","1.29"
"2020-02-15","1.26"
"2020-02-16","1.22"
"2020-02-17","1.27"
"2020-02-18","1.41"
"2020-02-19","1.34"
"2020-02-20","1.26"
"2020-02-21","1.23"
"2020-02-22","1.18"
"2020-02-23","1.32"
"2020-02-24","1.90"
"2020-02-25","2.48"
"2020-02-26","2.13"
"2020-02-27","1.78"
"2020-02-28","1.48"
"2020-02-29","1.31"
"2020-03-01","1.23"
"2020-03-02","1.34"
"2020-03-03","1.23"
"2020-03-04","1.09"
"2020-03-05","1.08"
"2020-03-06","1.12"
"2020-03-07","1.04"
"2020-03-08","1.00"
"2020-03-09","0.99"
"2020-03-10","0.94"
"2020-03-11","1.22"
"2020-03-12","1.80"
"2020-03-13","2.48"
"2020-03-14","2.99"
"2020-03-15","2.71"
"2020-03-16","2.21"
"2020-03-17","1.92"
"2020-03-18","1.84"
"2020-03-19","1.95"
"2020-03-20","2.04"
"2020-03-21","1.93"
"2020-03-22","2.04"
"2020-03-23","1.96"
"2020-03-24","1.72"
"2020-03-25","1.59"
"2020-03-26","1.50"
"2020-03-27","1.43"
"2020-03-28","1.63"
"2020-03-29","2.13"
"2020-03-30","2.49"
"2020-03-31","2.91"
"2020-04-01","2.45"
"2020-04-02","2.21"
"2020-04-03","2.21"
"2020-04-04","2.20"
"2020-04-05","2.18"
"2020-04-06","2.19"
"2020-04-07","2.31"
"2020-04-08","2.62"
"2020-04-09","2.75"
"2020-04-10","3.00"
"2020-04-11","3.18"
"2020-04-12","3.40"
"2020-04-13","3.39"
"2020-04-14","3.06"
"2020-04-15","3.46"
"2020-04-16","3.53"
"2020-04-17","3.67"
"2020-04-18","4.49"
"2020-04-19","5.74"
"2020-04-20","19.86"
"2020-04-21","38.21"
"2020-04-22","15.51"
"2020-04-23","8.93"
"2020-04-24","7.10"
"2020-04-25","6.53"
"2020-04-26","6.38"
"2020-04-27","6.09"
"2020-04-28","6.57"
"2020-04-29","5.81"
"2020-04-30","5.46"
"2020-05-01","5.31"
"2020-05-02","5.25"
"2020-05-03","5.30"
"2020-05-04","5.67"
"2020-05-05","5.88"
"2020-05-06","5.81"
"2020-05-07","6.41"
"2020-05-08","5.48"
"2020-05-09","4.91"
"2020-05-10","5.66"
"2020-05-11","17.70"
"2020-05-12","9.42"
"2020-05-13","6.79"
"2020-05-14","6.17"
"2020-05-15","14.34"
"2020-05-16","9.23"
"2020-05-17","35.26"
"2020-05-18","18.10"
"2020-05-19","15.45"
"2020-05-20","11.03"
"2020-05-21","8.10"
"2020-05-22","6.33"
"2020-05-23","5.64"
"2020-05-24","4.96"
"2020-05-25","4.17"
"2020-05-26","3.78"
"2020-05-27","3.40"
"2020-05-28","3.09"
"2020-05-29","4.37"
"2020-05-30","3.53"
"2020-05-31","3.09"
"2020-06-01","2.75"
"2020-06-02","2.51"
"2020-06-03","3.03"
"2020-06-04","5.08"
"2020-06-05","4.45"
"2020-06-06","3.37"
"2020-06-07","2.99"
"2020-06-08","2.74"
"2020-06-09","2.55"
"2020-06-10","2.37"
"2020-06-11","2.31"
"2020-06-12","2.18"
"2020-06-13","3.12"
"2020-06-14","3.58"
"2020-06-15","2.88"
"2020-06-16","2.62"
"2020-06-17","2.98"
"2020-06-18","3.00"
"2020-06-19","2.54"
"2020-06-20","2.22"
"2020-06-21","1.90"
"2020-06-22","1.74"
"2020-06-23","1.63"
"2020-06-24","1.52"
"2020-06-25","1.50"
"2020-06-26","1.43"
"2020-06-27","2.14"
"2020-06-28","1.71"
"2020-06-29","1.44"
"2020-06-30","1.33"
"2020-07-01","1.34"
"2020-07-02","1.43"
"2020-07-03","1.40"
"2020-07-04","1.49"
"2020-07-05","1.23"
"2020-07-06","1.17"
"2020-07-07","1.04"
"2020-07-08","1.00"
"2020-07-09","0.96"
"2020-07-10","0.95"
"2020-07-11","0.91"
"2020-07-12","1.08"
"2020-07-13","0.94"
"2020-07-14","0.90"
"2020-07-15","0.99"
"2020-07-16","1.02"
"2020-07-17","0.88"
"2020-07-18","12.37"
"2020-07-19","5.20"
"2020-07-20","3.39"
"2020-07-21","2.54"
"2020-07-22","2.57"
"2020-07-23","2.61"
"2020-07-24","3.88"
"2020-07-25","3.49"
"2020-07-26","2.67"
"2020-07-27","2.18"
"2020-07-28","1.91"
"2020-07-29","1.66"
"2020-07-30","1.50"
"2020-07-31","1.41"
"2020-08-01","1.30"
"2020-08-02","1.18"
"2020-08-03","1.44"
"2020-08-04","1.37"
"2020-08-05","1.13"
"2020-08-06","1.05"
"2020-08-07","0.99"
"2020-08-08","0.97"
"2020-08-09","0.90"
"2020-08-10","2.30"
"2020-08-11","1.60"
"2020-08-12","1.22"
"2020-08-13","1.12"
"2020-08-14","1.04"
"2020-08-15","0.98"
"2020-08-16","0.95"
"2020-08-17","0.90"
"2020-08-18","0.82"
"2020-08-19","0.80"
"2020-08-20","0.79"
"2020-08-21","0.77"
"2020-08-22","0.74"
"2020-08-23","0.69"
"2020-08-24","6.74"
"2020-08-25","2.44"
"2020-08-26","1.69"
"2020-08-27","1.30"
"2020-08-28","1.18"
"2020-08-29","1.15"
"2020-08-30","1.02"
"2020-08-31","0.91"
"2020-09-01","0.82"
"2020-09-02","0.81"
"2020-09-03","0.75"
"2020-09-04","0.71"
"2020-09-05","0.69"
"2020-09-06","0.68"
"2020-09-07","0.69"
"2020-09-08","0.64"
"2020-09-09","0.59"
"2020-09-10","0.62"
"2020-09-11","0.69"
"2020-09-12","0.62"
"2020-09-13","0.58"
"2020-09-14","0.56"
"2020-09-15","0.53"
"2020-09-16","0.52"
"2020-09-17","0.49"
"2020-09-18","0.49"
"2020-09-19","0.51"
"2020-09-20","0.61"
"2020-09-21","0.62"
"2020-09-22","0.62"
"2020-09-23","0.58"
"2020-09-24","0.58"
"2020-09-25","0.59"
"2020-09-26","0.50"
"2020-09-27","0.47"
"2020-09-28","0.45"
"2020-09-29","0.44"
"2020-09-30","0.44"
"2020-10-01","0.44"
"2020-10-02","25.76"
"2020-10-03","49.69"
"2020-10-04","15.31"
"2020-10-05","6.75"
"2020-10-06","4.73"
"2020-10-07","3.54"
"2020-10-08","2.88"
"2020-10-09","2.69"
"2020-10-10","2.48"
"2020-10-11","2.28"
"2020-10-12","1.90"
"2020-10-13","1.73"
"2020-10-14","1.74"
"2020-10-15","2.49"
"2020-10-16","2.27"
"2020-10-17","2.12"
"2020-10-18","2.13"
"2020-10-19","1.98"
"2020-10-20","1.94"
"2020-10-21","1.95"
"2020-10-22","2.17"
"2020-10-23","2.96"
"2020-10-24","2.84"
"2020-10-25","2.27"
"2020-10-26","6.73"
"2020-10-27","4.63"
"2020-10-28","3.44"
"2020-10-29","2.76"
"2020-10-30","2.41"
"2020-10-31","2.10"
"2020-11-01","1.95"
"2020-11-02","1.77"
"2020-11-03","1.61"
"2020-11-04","1.52"
"2020-11-05","1.38"
"2020-11-06","1.33"
"2020-11-07","1.30"
"2020-11-08","1.24"
"2020-11-09","1.19"
"2020-11-10","1.16"
"2020-11-11","1.09"
"2020-11-12","1.04"
"2020-11-13","0.99"
"2020-11-14","0.94"
"2020-11-15","0.91"
"2020-11-16","0.88"
"2020-11-17","0.82"
"2020-11-18","0.78"
"2020-11-19","0.74"
"2020-11-20","0.73"
"2020-11-21","0.69"
"2020-11-22","0.67"
"2020-11-23","0.64"
"2020-11-24","0.63"
"2020-11-25","0.60"
"2020-11-26","0.59"
"2020-11-27","0.58"
"2020-11-28","0.95"
"2020-11-29","0.72"
"2020-11-30","0.64"
"2020-12-01","0.62"
"2020-12-02","0.73"
"2020-12-03","0.66"
"2020-12-04","0.77"
"2020-12-05","0.78"
"2020-12-06","0.76"
"2020-12-07","0.74"
"2020-12-08","0.79"
"2020-12-09","0.92"
"2020-12-10","0.85"
"2020-12-11","0.83"
"2020-12-12","0.84"
"2020-12-13","0.82"
"2020-12-14","0.87"
"2020-12-15","0.97"
"2020-12-16","1.31"
"2020-12-17","1.30"
"2020-12-18","1.28"
"2020-12-19","1.31"
"2020-12-20","1.81"
"2020-12-21","2.14"
"2020-12-22","2.34"
"2020-12-23","3.04"
"2020-12-24","3.42"
"2020-12-25","3.21"
"2020-12-26","2.48"
"2020-12-27","2.13"
"2020-12-28","1.99"
"2020-12-29","1.70"
"2020-12-30","1.49"
"2020-12-31","1.37"
"2021-01-01","1.22"
"2021-01-02","1.26"
"2021-01-03","1.19"
"2021-01-04","1.10"
"2021-01-05","1.16"
"2021-01-06","1.05"
"2021-01-07","1.04"
"2021-01-08","0.99"
"2021-01-09","0.98"
"2021-01-10","0.94"
"2021-01-11","0.94"
"2021-01-12","0.93"
"2021-01-13","0.99"
"2021-01-14","1.15"
"2021-01-15","1.26"
"2021-01-16","1.13"
"2021-01-17","1.09"
"2021-01-18","1.08"
"2021-01-19","1.05"
"2021-01-20","1.05"
"2021-01-21","1.05"
"2021-01-22","1.12"
"2021-01-23","1.16"
"2021-01-24","1.08"
"2021-01-25","1.04"
"2021-01-26","0.98"
"2021-01-27","0.94"
"2021-01-28","1.01"
"2021-01-29","1.57"
"2021-01-30","1.92"
"2021-01-31","2.06"
"2021-02-01","2.09"
"2021-02-02","1.89"
"2021-02-03","1.97"
"2021-02-04","2.25"
