"DATA","Portata fiume (m³/s)"
"2021-02-12","1.64"
"2021-02-13","1.97"
"2021-02-14","1.88"
"2021-02-15","1.92"
"2021-02-16","1.94"
"2021-02-17","1.90"
"2021-02-18","1.69"
"2021-02-19","1.68"
"2021-02-20","1.74"
"2021-02-21","1.71"
"2021-02-22","1.66"
"2021-02-23","1.67"
"2021-02-24","1.64"
"2021-02-25","1.68"
"2021-02-26","1.62"
"2021-02-27","1.51"
"2021-02-28","1.44"
"2021-03-01","1.78"
"2021-03-02","2.22"
"2021-03-03","1.77"
"2021-03-04","1.74"
"2021-03-05","1.74"
"2021-03-06","1.73"
"2021-03-07","1.69"
"2021-03-08","1.69"
"2021-03-09","1.69"
"2021-03-10","1.65"
"2021-03-11","1.61"
"2021-03-12","1.63"
"2021-03-13","1.61"
"2021-03-14","1.56"
"2021-03-15","1.56"
"2021-03-16","1.50"
"2021-03-17","1.49"
"2021-03-18","1.49"
"2021-03-19","1.52"
"2021-03-20","1.48"
"2021-03-21","1.44"
"2021-03-22","1.43"
"2021-03-23","1.41"
"2021-03-24","1.42"
"2021-03-25","1.46"
"2021-03-26","1.47"
"2021-03-27","1.57"
"2021-03-28","1.62"
"2021-03-29","1.67"
"2021-03-30","1.70"
"2021-03-31","1.77"
"2021-04-01","2.80"
"2021-04-02","2.89"
"2021-04-03","2.77"
"2021-04-04","2.71"
"2021-04-05","2.73"
"2021-04-06","2.63"
"2021-04-07","2.44"
"2021-04-08","2.37"
"2021-04-09","2.35"
"2021-04-10","2.39"
"2021-04-11","2.63"
"2021-04-12","2.92"
"2021-04-13","3.08"
"2021-04-14","2.82"
"2021-04-15","2.77"
"2021-04-16","2.64"
"2021-04-17","2.65"
"2021-04-18","2.57"
"2021-04-19","2.52"
"2021-04-20","2.51"
"2021-04-21","2.64"
"2021-04-22","2.49"
"2021-04-23","2.53"
"2021-04-24","2.59"
"2021-04-25","2.83"
"2021-04-26","3.17"
"2021-04-27","3.19"
"2021-04-28","3.09"
"2021-04-29","3.56"
"2021-04-30","4.19"
"2021-05-01","3.90"
"2021-05-02","3.81"
"2021-05-03","3.35"
"2021-05-04","3.21"
"2021-05-05","3.15"
"2021-05-06","3.11"
"2021-05-07","2.84"
"2021-05-08","2.56"
"2021-05-09","2.52"
"2021-05-10","10.34"
"2021-05-11","29.33"
"2021-05-12","7.12"
"2021-05-13","4.57"
"2021-05-14","4.37"
"2021-05-15","4.37"
"2021-05-16","4.33"
"2021-05-17","4.03"
"2021-05-18","3.70"
"2021-05-19","3.52"
"2021-05-20","3.08"
"2021-05-21","2.63"
"2021-05-22","3.00"
"2021-05-23","3.06"
"2021-05-24","3.71"
"2021-05-25","3.61"
"2021-05-26","3.45"
"2021-05-27","3.11"
"2021-05-28","2.24"
"2021-05-29","2.19"
"2021-05-30","2.29"
"2021-05-31","2.23"
"2021-06-01","2.18"
"2021-06-02","2.22"
"2021-06-03","2.14"
"2021-06-04","2.12"
"2021-06-05","2.15"
"2021-06-06","2.15"
"2021-06-07","2.25"
"2021-06-08","2.46"
"2021-06-09","2.53"
"2021-06-10","2.29"
"2021-06-11","2.22"
"2021-06-12","2.20"
"2021-06-13","2.16"
"2021-06-14","2.12"
"2021-06-15","2.13"
"2021-06-16","2.21"
"2021-06-17","2.22"
"2021-06-18","2.13"
"2021-06-19","2.10"
"2021-06-20","2.04"
"2021-06-21","2.00"
"2021-06-22","1.92"
"2021-06-23","2.62"
"2021-06-24","2.59"
"2021-06-25","1.90"
"2021-06-26","1.86"
"2021-06-27","1.83"
"2021-06-28","1.81"
"2021-06-29","1.75"
"2021-06-30","1.63"
"2021-07-01","1.57"
"2021-07-02","1.65"
"2021-07-03","1.75"
"2021-07-04","1.83"
"2021-07-05","1.81"
"2021-07-06","1.80"
"2021-07-07","1.79"
"2021-07-08","1.81"
"2021-07-09","1.74"
"2021-07-10","1.73"
"2021-07-11","1.76"
"2021-07-12","1.76"
"2021-07-13","1.79"
"2021-07-14","1.76"
"2021-07-15","1.78"
"2021-07-16","1.75"
"2021-07-17","1.70"
"2021-07-18","1.69"
"2021-07-19","1.71"
"2021-07-20","1.73"
"2021-07-21","1.73"
"2021-07-22","1.74"
"2021-07-23","1.73"
"2021-07-24","1.75"
"2021-07-25","1.74"
"2021-07-26","1.75"
"2021-07-27","1.73"
"2021-07-28","1.72"
"2021-07-29","1.71"
"2021-07-30","1.72"
"2021-07-31","1.68"
"2021-08-01","1.68"
"2021-08-02","1.59"
"2021-08-03","1.57"
"2021-08-04","1.67"
"2021-08-05","1.58"
"2021-08-06","1.55"
"2021-08-07","1.59"
"2021-08-08","1.53"
"2021-08-09","1.50"
"2021-08-10","1.53"
"2021-08-11","1.55"
"2021-08-12","1.59"
"2021-08-13","1.55"
"2021-08-14","1.56"
"2021-08-15","1.63"
"2021-08-16","1.59"
"2021-08-17","1.50"
"2021-08-18","1.50"
"2021-08-19","1.51"
"2021-08-20","1.52"
"2021-08-21","1.52"
"2021-08-22","1.52"
"2021-08-23","1.50"
"2021-08-24","1.52"
"2021-08-25","1.60"
"2021-08-26","1.55"
"2021-08-27","1.54"
"2021-08-28","1.54"
"2021-08-29","1.52"
"2021-08-30","1.50"
"2021-08-31","1.52"
"2021-09-01","1.51"
"2021-09-02","1.51"
"2021-09-03","1.52"
"2021-09-04","1.51"
"2021-09-05","1.50"
"2021-09-06","1.57"
"2021-09-07","1.61"
"2021-09-08","1.48"
"2021-09-09","1.46"
"2021-09-10","1.46"
"2021-09-11","1.45"
"2021-09-12","1.46"
"2021-09-13","1.46"
"2021-09-14","1.46"
"2021-09-15","1.51"
"2021-09-16","1.61"
"2021-09-17","1.58"
"2021-09-18","1.59"
"2021-09-19","1.56"
"2021-09-20","1.70"
"2021-09-21","1.84"
"2021-09-22","1.78"
"2021-09-23","1.75"
"2021-09-24","1.85"
"2021-09-25","2.13"
"2021-09-26","2.15"
"2021-09-27","2.22"
"2021-09-28","2.17"
"2021-09-29","2.10"
"2021-09-30","2.00"
"2021-10-01","1.79"
"2021-10-02","1.74"
"2021-10-03","1.78"
"2021-10-04","1.85"
"2021-10-05","1.98"
"2021-10-06","1.88"
"2021-10-07","1.77"
"2021-10-08","1.66"
"2021-10-09","1.65"
"2021-10-10","1.62"
"2021-10-11","1.59"
"2021-10-12","1.61"
"2021-10-13","1.59"
"2021-10-14","1.59"
"2021-10-15","1.57"
"2021-10-16","1.55"
"2021-10-17","1.55"
"2021-10-18","1.54"
"2021-10-19","1.57"
"2021-10-20","1.58"
"2021-10-21","1.57"
"2021-10-22","1.55"
"2021-10-23","1.58"
"2021-10-24","1.58"
"2021-10-25","1.61"
"2021-10-26","1.63"
"2021-10-27","1.62"
"2021-10-28","1.59"
"2021-10-29","1.58"
"2021-10-30","1.67"
"2021-10-31","1.68"
"2021-11-01","2.01"
"2021-11-02","1.91"
"2021-11-03","1.82"
"2021-11-04","1.78"
"2021-11-05","1.75"
"2021-11-06","1.68"
"2021-11-07","1.67"
"2021-11-08","1.67"
"2021-11-09","1.71"
"2021-11-10","1.90"
"2021-11-11","2.32"
"2021-11-12","2.23"
"2021-11-13","2.00"
"2021-11-14","1.92"
"2021-11-15","4.36"
"2021-11-16","4.18"
"2021-11-17","3.05"
"2021-11-18","2.63"
"2021-11-19","2.41"
"2021-11-20","2.30"
"2021-11-21","2.28"
"2021-11-22","2.19"
"2021-11-23","2.14"
"2021-11-24","2.15"
"2021-11-25","2.19"
"2021-11-26","2.17"
"2021-11-27","2.14"
"2021-11-28","2.11"
"2021-11-29","2.09"
"2021-11-30","2.17"
"2021-12-01","2.16"
"2021-12-02","2.13"
"2021-12-03","2.13"
"2021-12-04","2.12"
"2021-12-05","2.07"
"2021-12-06","2.08"
"2021-12-07","2.07"
"2021-12-08","2.14"
"2021-12-09","2.10"
"2021-12-10","2.13"
"2021-12-11","2.10"
"2021-12-12","2.06"
"2021-12-13","2.02"
"2021-12-14","2.01"
"2021-12-15","2.03"
"2021-12-16","2.05"
"2021-12-17","2.14"
"2021-12-18","2.15"
"2021-12-19","2.13"
"2021-12-20","2.08"
"2021-12-21","2.16"
"2021-12-22","2.15"
"2021-12-23","2.15"
"2021-12-24","2.14"
"2021-12-25","2.18"
"2021-12-26","2.14"
"2021-12-27","2.13"
"2021-12-28","2.10"
"2021-12-29","2.03"
"2021-12-30","1.85"
"2021-12-31","1.79"
"2022-01-01","1.38"
"2022-01-02","1.43"
"2022-01-03","1.46"
"2022-01-04","1.46"
"2022-01-05","1.47"
"2022-01-06","1.46"
"2022-01-07","1.48"
"2022-01-08","1.44"
"2022-01-09","1.44"
"2022-01-10","1.45"
"2022-01-11","1.42"
"2022-01-12","1.43"
"2022-01-13","1.41"
"2022-01-14","1.36"
"2022-01-15","1.32"
"2022-01-16","1.37"
"2022-01-17","1.32"
"2022-01-18","1.33"
"2022-01-19","1.37"
"2022-01-20","1.35"
"2022-01-21","1.35"
"2022-01-22","1.35"
"2022-01-23","1.32"
"2022-01-24","1.32"
"2022-01-25","1.33"
"2022-01-26","1.27"
"2022-01-27","1.27"
"2022-01-28","1.24"
"2022-01-29","1.25"
"2022-01-30","1.21"
"2022-01-31","1.20"
"2022-02-01","1.37"
"2022-02-02","1.32"
"2022-02-03","1.35"
"2022-02-04","1.37"
"2022-02-05","1.33"
"2022-02-06","1.34"
"2022-02-07","1.32"
"2022-02-08","1.33"
"2022-02-09","1.33"
"2022-02-10","1.36"
"2022-02-11","1.37"
"2022-02-12","1.35"
"2022-02-13","1.34"
"2022-02-14","1.40"
"2022-02-15","1.39"
"2022-02-16","1.36"
"2022-02-17","1.31"
"2022-02-18","1.31"
"2022-02-19","1.35"
"2022-02-20","1.38"
"2022-02-21","1.38"
"2022-02-22","1.38"
"2022-02-23","1.38"
"2022-02-24","1.39"
"2022-02-25","1.40"
"2022-02-26","1.41"
"2022-02-27","1.44"
"2022-02-28","1.42"
"2022-03-01","1.58"
"2022-03-02","1.55"
"2022-03-03","1.52"
"2022-03-04","1.54"
"2022-03-05","1.58"
"2022-03-06","1.57"
"2022-03-07","1.57"
"2022-03-08","1.58"
"2022-03-09","1.55"
"2022-03-10","1.53"
"2022-03-11","1.56"
"2022-03-12","1.58"
"2022-03-13","1.60"
"2022-03-14","1.58"
"2022-03-15","1.55"
"2022-03-16","1.49"
"2022-03-17","1.56"
"2022-03-18","1.56"
"2022-03-19","1.54"
"2022-03-20","1.51"
"2022-03-21","1.51"
"2022-03-22","1.49"
"2022-03-23","1.46"
"2022-03-24","1.45"
"2022-03-25","1.47"
"2022-03-26","1.44"
"2022-03-27","1.48"
"2022-03-28","1.44"
"2022-03-29","1.45"
"2022-03-30","1.58"
"2022-03-31","1.63"
"2022-04-01","1.73"
"2022-04-02","1.73"
"2022-04-03","1.69"
"2022-04-04","1.63"
"2022-04-05","1.61"
"2022-04-06","1.67"
"2022-04-07","1.63"
"2022-04-08","1.61"
"2022-04-09","1.56"
"2022-04-10","1.62"
"2022-04-11","1.59"
"2022-04-12","1.59"
"2022-04-13","1.59"
"2022-04-14","1.58"
"2022-04-15","1.58"
"2022-04-16","1.61"
"2022-04-17","1.64"
"2022-04-18","1.63"
"2022-04-19","1.63"
"2022-04-20","1.74"
"2022-04-21","1.83"
"2022-04-22","1.99"
"2022-04-23","2.19"
"2022-04-24","2.62"
"2022-04-25","2.27"
"2022-04-26","2.17"
"2022-04-27","2.07"
"2022-04-28","2.02"
"2022-04-29","1.98"
"2022-04-30","1.99"
"2022-05-01","1.96"
"2022-05-02","1.89"
"2022-05-03","1.93"
"2022-05-04","1.84"
"2022-05-05","1.99"
"2022-05-06","5.11"
"2022-05-07","7.09"
"2022-05-08","10.21"
"2022-05-09","6.89"
"2022-05-10","4.13"
"2022-05-11","3.40"
"2022-05-12","3.18"
"2022-05-13","2.92"
"2022-05-14","2.83"
"2022-05-15","2.72"
"2022-05-16","2.62"
"2022-05-17","2.59"
"2022-05-18","2.54"
"2022-05-19","3.28"
"2022-05-20","2.74"
"2022-05-21","2.49"
"2022-05-22","2.43"
"2022-05-23","2.33"
"2022-05-24","2.19"
"2022-05-25","2.20"
"2022-05-26","2.10"
"2022-05-27","2.05"
"2022-05-28","2.02"
"2022-05-29","2.19"
"2022-05-30","2.15"
"2022-05-31","2.03"
"2022-06-01","1.97"
"2022-06-02","1.94"
"2022-06-03","1.99"
"2022-06-04","1.99"
"2022-06-05","1.97"
"2022-06-06","1.89"
"2022-06-07","1.86"
"2022-06-08","1.79"
"2022-06-09","1.63"
"2022-06-10","1.59"
"2022-06-11","1.60"
"2022-06-12","1.62"
"2022-06-13","1.61"
"2022-06-14","1.61"
"2022-06-15","1.63"
"2022-06-16","1.60"
"2022-06-17","1.58"
"2022-06-18","1.57"
"2022-06-19","1.57"
"2022-06-20","1.53"
"2022-06-21","1.55"
"2022-06-22","1.65"
"2022-06-23","1.62"
"2022-06-24","1.56"
"2022-06-25","1.53"
"2022-06-26","1.56"
"2022-06-27","1.53"
"2022-06-28","1.93"
"2022-06-29","1.92"
"2022-06-30","1.74"
"2022-07-01","1.67"
"2022-07-02","1.65"
"2022-07-03","1.60"
"2022-07-04","1.68"
"2022-07-05","1.63"
"2022-07-06","1.65"
"2022-07-07","1.64"
"2022-07-08","1.51"
"2022-07-09","1.54"
"2022-07-10","1.54"
"2022-07-11","1.52"
"2022-07-12","1.51"
"2022-07-13","1.53"
"2022-07-14","1.54"
"2022-07-15","1.49"
"2022-07-16","1.50"
"2022-07-17","1.51"
"2022-07-18","1.52"
"2022-07-19","1.49"
"2022-07-20","1.49"
"2022-07-21","1.46"
"2022-07-22","1.42"
"2022-07-23","1.36"
"2022-07-24","1.37"
"2022-07-25","1.36"
"2022-07-26","1.32"
"2022-07-27","1.39"
"2022-07-28","1.39"
"2022-07-29","1.42"
"2022-07-30","1.32"
"2022-07-31","1.27"
"2022-08-01","1.27"
"2022-08-02","1.28"
"2022-08-03","1.29"
"2022-08-04","1.29"
"2022-08-05","1.39"
"2022-08-06","1.33"
"2022-08-07","1.37"
"2022-08-08","1.37"
"2022-08-09","1.32"
"2022-08-10","1.33"
"2022-08-11","1.36"
"2022-08-12","1.33"
"2022-08-13","1.31"
"2022-08-14","1.33"
"2022-08-15","1.34"
"2022-08-16","1.35"
"2022-08-17","1.36"
"2022-08-18","1.42"
"2022-08-19","1.44"
"2022-08-20","1.37"
"2022-08-21","1.35"
"2022-08-22","1.31"
"2022-08-23","1.32"
"2022-08-24","1.30"
"2022-08-25","1.30"
"2022-08-26","1.36"
"2022-08-27","1.33"
"2022-08-28","1.35"
"2022-08-29","1.35"
"2022-08-30","1.35"
"2022-08-31","1.36"
"2022-09-01","1.40"
"2022-09-02","1.36"
"2022-09-03","1.39"
"2022-09-04","1.37"
"2022-09-05","1.36"
"2022-09-06","1.35"
"2022-09-07","1.35"
"2022-09-08","1.35"
"2022-09-09","1.29"
"2022-09-10","1.27"
"2022-09-11","1.29"
"2022-09-12","1.27"
"2022-09-13","1.29"
"2022-09-14","1.39"
"2022-09-15","1.39"
"2022-09-16","1.36"
"2022-09-17","1.39"
"2022-09-18","1.41"
"2022-09-19","1.40"
"2022-09-20","1.41"
"2022-09-21","1.46"
"2022-09-22","1.46"
"2022-09-23","1.43"
"2022-09-24","1.52"
"2022-09-25","1.54"
"2022-09-26","1.50"
"2022-09-27","1.44"
"2022-09-28","1.41"
"2022-09-29","1.44"
"2022-09-30","1.50"
"2022-10-01","1.49"
"2022-10-02","1.47"
"2022-10-03","1.40"
"2022-10-04","1.43"
"2022-10-05","1.45"
"2022-10-06","1.46"
"2022-10-07","1.46"
"2022-10-08","1.48"
"2022-10-09","1.56"
"2022-10-10","1.83"
"2022-10-11","1.62"
"2022-10-12","1.57"
"2022-10-13","1.57"
"2022-10-14","1.57"
"2022-10-15","1.54"
"2022-10-16","1.54"
"2022-10-17","1.57"
"2022-10-18","1.52"
"2022-10-19","1.46"
"2022-10-20","1.51"
"2022-10-21","1.56"
"2022-10-22","1.58"
"2022-10-23","1.57"
"2022-10-24","1.52"
"2022-10-25","1.50"
"2022-10-26","1.53"
"2022-10-27","1.52"
"2022-10-28","1.52"
"2022-10-29","1.50"
"2022-10-30","1.50"
"2022-10-31","1.51"
"2022-11-01","1.59"
"2022-11-02","1.60"
"2022-11-03","1.59"
"2022-11-04","1.74"
"2022-11-05","1.80"
"2022-11-06","1.68"
"2022-11-07","1.64"
"2022-11-08","1.74"
"2022-11-09","2.02"
"2022-11-10","1.98"
"2022-11-11","1.84"
"2022-11-12","1.77"
"2022-11-13","1.80"
"2022-11-14","1.91"
"2022-11-15","1.96"
"2022-11-16","1.97"
"2022-11-17","1.96"
"2022-11-18","1.93"
"2022-11-19","1.85"
"2022-11-20","1.60"
"2022-11-21","1.58"
"2022-11-22","1.63"
"2022-11-23","1.59"
"2022-11-24","1.57"
"2022-11-25","1.56"
"2022-11-26","1.55"
"2022-11-27","1.56"
"2022-11-28","1.56"
"2022-11-29","1.57"
"2022-11-30","1.57"
"2022-12-01","1.51"
"2022-12-02","1.52"
"2022-12-03","1.57"
"2022-12-04","1.57"
"2022-12-05","1.59"
"2022-12-06","1.55"
"2022-12-07","1.54"
"2022-12-08","1.55"
"2022-12-09","1.57"
"2022-12-10","1.56"
"2022-12-11","1.55"
"2022-12-12","1.54"
"2022-12-13","1.56"
"2022-12-14","1.52"
"2022-12-15","1.61"
"2022-12-16","1.58"
"2022-12-17","1.53"
"2022-12-18","1.56"
"2022-12-19","1.56"
"2022-12-20","1.55"
"2022-12-21","1.51"
"2022-12-22","1.52"
"2022-12-23","1.54"
"2022-12-24","1.72"
"2022-12-25","1.78"
"2022-12-26","1.72"
"2022-12-27","1.73"
"2022-12-28","1.70"
"2022-12-29","1.66"
"2022-12-30","1.66"
"2022-12-31","1.63"
